               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 574,            0.011216,            0.011956,                   0,             0.99839,             0.99744,             0.99499,             0.93352,           0.0080613,           0.0064157,                   0,           0.0043273,           0.0043273,           0.0043273
                 575,            0.010705,            0.011954,                   0,             0.99458,             0.99872,             0.99491,             0.94546,           0.0076291,           0.0062306,                   0,           0.0043174,           0.0043174,           0.0043174
                 576,             0.01063,            0.011581,                   0,             0.99489,             0.99741,             0.99444,             0.93571,           0.0084036,           0.0065969,                   0,           0.0043075,           0.0043075,           0.0043075
                 577,             0.01135,            0.012249,                   0,             0.99726,             0.99872,             0.99491,               0.942,           0.0077259,           0.0062681,                   0,           0.0042976,           0.0042976,           0.0042976
                 578,             0.01117,            0.011711,                   0,             0.99702,             0.99872,               0.995,              0.9369,           0.0080471,           0.0065016,                   0,           0.0042877,           0.0042877,           0.0042877
                 579,            0.010865,            0.012137,                   0,             0.99732,             0.99872,               0.995,             0.94974,           0.0073075,           0.0061355,                   0,           0.0042778,           0.0042778,           0.0042778
                 580,            0.010497,            0.011517,                   0,              0.9968,             0.99872,               0.995,             0.94901,            0.007321,           0.0060807,                   0,           0.0042679,           0.0042679,           0.0042679
                 581,            0.010585,            0.011647,                   0,             0.99597,             0.99872,              0.9947,             0.94319,           0.0078813,           0.0062855,                   0,            0.004258,            0.004258,            0.004258
                 582,            0.011711,            0.010402,                   0,             0.99617,             0.99836,             0.99495,              0.9444,           0.0077216,           0.0062651,                   0,           0.0042481,           0.0042481,           0.0042481
                 583,            0.011346,            0.011515,                   0,             0.99917,             0.99744,               0.995,             0.94763,           0.0074969,           0.0061666,                   0,           0.0042382,           0.0042382,           0.0042382
                 584,            0.011405,            0.010802,                   0,             0.99957,             0.99744,               0.995,             0.94303,           0.0076212,           0.0062405,                   0,           0.0042283,           0.0042283,           0.0042283
                 585,            0.010709,            0.011761,                   0,             0.99719,             0.99872,              0.9949,             0.94726,            0.007227,           0.0061091,                   0,           0.0042184,           0.0042184,           0.0042184
                 586,            0.010629,            0.012385,                   0,             0.99852,             0.99872,             0.99499,             0.94651,           0.0075761,           0.0061697,                   0,           0.0042085,           0.0042085,           0.0042085
                 587,              0.0108,            0.012603,                   0,             0.99704,             0.99872,              0.9949,             0.95012,           0.0075421,           0.0061337,                   0,           0.0041986,           0.0041986,           0.0041986
                 588,            0.011744,            0.011817,                   0,             0.99703,             0.99872,             0.99497,             0.94977,           0.0074531,            0.006186,                   0,           0.0041887,           0.0041887,           0.0041887
                 589,            0.010759,            0.012227,                   0,             0.99733,                   1,             0.99499,             0.94821,           0.0075495,           0.0061864,                   0,           0.0041788,           0.0041788,           0.0041788
                 590,            0.011553,            0.011285,                   0,             0.99745,             0.99981,             0.99499,             0.95126,           0.0072897,           0.0060303,                   0,           0.0041689,           0.0041689,           0.0041689
                 591,            0.010803,            0.011242,                   0,             0.99745,              0.9998,             0.99499,             0.94124,           0.0078016,           0.0064251,                   0,            0.004159,            0.004159,            0.004159
                 592,            0.010826,            0.011862,                   0,             0.99745,             0.99988,             0.99499,             0.94418,           0.0076831,           0.0062828,                   0,           0.0041491,           0.0041491,           0.0041491
                 593,              0.0112,            0.011798,                   0,             0.99661,             0.99872,               0.995,             0.95129,           0.0073276,           0.0059169,                   0,           0.0041392,           0.0041392,           0.0041392
                 594,            0.012527,            0.012229,                   0,             0.99586,             0.99872,               0.995,             0.94567,           0.0075692,           0.0060401,                   0,           0.0041293,           0.0041293,           0.0041293
                 595,            0.010932,             0.01186,                   0,             0.99475,             0.99872,               0.995,             0.94692,            0.007236,           0.0059089,                   0,           0.0041194,           0.0041194,           0.0041194
                 596,            0.010261,            0.011643,                   0,             0.99744,             0.99857,              0.9945,             0.94396,           0.0073021,           0.0059272,                   0,           0.0041095,           0.0041095,           0.0041095
                 597,            0.010195,            0.011197,                   0,                   1,             0.99812,               0.995,             0.94449,           0.0074727,           0.0060067,                   0,           0.0040996,           0.0040996,           0.0040996
                 598,            0.011121,            0.010642,                   0,             0.99937,             0.99744,               0.995,             0.95069,           0.0071496,           0.0058218,                   0,           0.0040897,           0.0040897,           0.0040897
                 599,            0.011198,            0.012093,                   0,             0.99744,             0.99718,               0.995,              0.9416,           0.0080142,           0.0063824,                   0,           0.0040798,           0.0040798,           0.0040798
                 600,            0.011442,             0.01201,                   0,             0.99928,             0.99744,               0.995,             0.94891,           0.0072715,           0.0058481,                   0,           0.0040699,           0.0040699,           0.0040699
                 601,            0.010881,            0.010859,                   0,             0.99976,             0.99744,               0.995,             0.95111,            0.007024,           0.0058825,                   0,             0.00406,             0.00406,             0.00406
                 602,            0.010498,            0.011833,                   0,             0.99867,                   1,               0.995,             0.94409,            0.007612,           0.0061507,                   0,           0.0040501,           0.0040501,           0.0040501
                 603,            0.010451,            0.011477,                   0,             0.99866,                   1,               0.995,             0.94993,           0.0071608,           0.0059417,                   0,           0.0040402,           0.0040402,           0.0040402
                 604,            0.011292,            0.011786,                   0,             0.99869,                   1,               0.995,             0.95155,           0.0073033,           0.0058391,                   0,           0.0040303,           0.0040303,           0.0040303
                 605,            0.011455,            0.011701,                   0,             0.99744,             0.99943,               0.995,              0.9502,           0.0071519,           0.0059107,                   0,           0.0040204,           0.0040204,           0.0040204
                 606,             0.01147,            0.011669,                   0,             0.99755,             0.99744,               0.995,             0.94973,           0.0073075,           0.0059458,                   0,           0.0040105,           0.0040105,           0.0040105
                 607,            0.011269,            0.011823,                   0,             0.98578,             0.99744,             0.99465,             0.94707,           0.0073356,            0.005964,                   0,           0.0040006,           0.0040006,           0.0040006
                 608,            0.011014,            0.011107,                   0,             0.99872,              0.9997,               0.995,             0.93203,           0.0082461,           0.0064795,                   0,           0.0039907,           0.0039907,           0.0039907
                 609,            0.010298,            0.011155,                   0,                   1,              0.9986,               0.995,             0.94152,            0.007542,           0.0061845,                   0,           0.0039808,           0.0039808,           0.0039808
                 610,            0.011341,            0.011652,                   0,             0.99882,             0.99744,               0.995,             0.94898,           0.0072797,           0.0059931,                   0,           0.0039709,           0.0039709,           0.0039709
                 611,            0.011385,            0.011379,                   0,                   1,             0.99968,               0.995,             0.94676,           0.0071828,           0.0058942,                   0,            0.003961,            0.003961,            0.003961
                 612,            0.010692,            0.011783,                   0,             0.99975,             0.99872,               0.995,              0.9425,           0.0076747,           0.0060431,                   0,           0.0039511,           0.0039511,           0.0039511
                 613,           0.0096877,            0.010541,                   0,             0.99344,             0.99872,             0.99499,              0.9462,           0.0073748,           0.0058981,                   0,           0.0039412,           0.0039412,           0.0039412
                 614,            0.010308,            0.011319,                   0,             0.96346,             0.98207,             0.98034,             0.92709,           0.0077365,           0.0062224,                   0,           0.0039313,           0.0039313,           0.0039313
                 615,            0.010594,            0.011104,                   0,             0.98043,             0.99488,             0.99327,             0.93938,           0.0077378,           0.0061481,                   0,           0.0039214,           0.0039214,           0.0039214
                 616,            0.010275,            0.011212,                   0,             0.99872,             0.99721,             0.99396,             0.94986,           0.0071497,           0.0059106,                   0,           0.0039115,           0.0039115,           0.0039115
                 617,             0.01054,            0.011756,                   0,             0.99504,             0.99744,               0.995,             0.94471,           0.0076955,           0.0062625,                   0,           0.0039016,           0.0039016,           0.0039016
                 618,            0.010083,            0.012354,                   0,             0.98208,              0.9936,             0.99307,             0.94772,           0.0072195,           0.0060949,                   0,           0.0038917,           0.0038917,           0.0038917
                 619,            0.010012,            0.011608,                   0,             0.95673,             0.99076,             0.97611,             0.92952,           0.0075822,           0.0062157,                   0,           0.0038818,           0.0038818,           0.0038818
                 620,            0.011054,            0.012214,                   0,             0.95898,             0.98783,             0.97975,             0.93869,           0.0072139,           0.0059722,                   0,           0.0038719,           0.0038719,           0.0038719
                 621,            0.010857,            0.011126,                   0,             0.94491,             0.96639,             0.97343,             0.92101,           0.0080826,            0.006467,                   0,            0.003862,            0.003862,            0.003862
                 622,            0.010418,            0.012037,                   0,             0.93672,             0.98556,             0.96933,             0.92182,           0.0078588,           0.0062762,                   0,           0.0038521,           0.0038521,           0.0038521
                 623,            0.009434,            0.010106,                   0,             0.94536,             0.99232,             0.97636,             0.93232,           0.0071184,           0.0060632,                   0,           0.0038422,           0.0038422,           0.0038422
                 624,            0.010469,            0.011958,                   0,             0.99872,             0.99971,             0.99499,             0.95023,           0.0072593,           0.0059586,                   0,           0.0038323,           0.0038323,           0.0038323
                 625,            0.010648,            0.011298,                   0,             0.97144,             0.99104,              0.9932,             0.94747,           0.0073048,           0.0060948,                   0,           0.0038224,           0.0038224,           0.0038224
                 626,            0.010709,             0.01094,                   0,             0.92388,             0.96543,             0.96773,             0.91184,           0.0082907,           0.0071968,                   0,           0.0038125,           0.0038125,           0.0038125
                 627,             0.01078,            0.011862,                   0,             0.92012,             0.97183,             0.97719,             0.92676,            0.008259,           0.0069218,                   0,           0.0038026,           0.0038026,           0.0038026
                 628,            0.010866,            0.011305,                   0,             0.97079,             0.97891,             0.98724,             0.94871,           0.0070246,            0.005929,                   0,           0.0037927,           0.0037927,           0.0037927
                 629,            0.010608,            0.011699,                   0,             0.96051,              0.9936,             0.98987,             0.94704,           0.0072211,            0.005926,                   0,           0.0037828,           0.0037828,           0.0037828
                 630,            0.010199,            0.011898,                   0,             0.94362,             0.98586,             0.98837,             0.94838,           0.0072424,           0.0058799,                   0,           0.0037729,           0.0037729,           0.0037729
                 631,            0.010497,            0.011323,                   0,             0.97496,             0.99721,             0.99336,             0.95045,           0.0074591,            0.005863,                   0,            0.003763,            0.003763,            0.003763
                 632,            0.011454,            0.010848,                   0,             0.95603,             0.95519,             0.98181,             0.94082,           0.0071457,           0.0058994,                   0,           0.0037531,           0.0037531,           0.0037531
                 633,            0.010711,            0.011343,                   0,             0.95848,             0.99488,             0.99022,             0.93572,           0.0078658,           0.0061481,                   0,           0.0037432,           0.0037432,           0.0037432
                 634,            0.010435,             0.01138,                   0,              0.9473,             0.98976,             0.99017,             0.94958,            0.006852,           0.0057275,                   0,           0.0037333,           0.0037333,           0.0037333
                 635,           0.0096624,            0.011094,                   0,                   1,              0.9982,               0.995,             0.94992,           0.0073162,           0.0058691,                   0,           0.0037234,           0.0037234,           0.0037234
                 636,           0.0095967,             0.01083,                   0,               0.987,             0.99488,              0.9936,             0.95467,           0.0069204,           0.0057565,                   0,           0.0037135,           0.0037135,           0.0037135
                 637,           0.0099945,            0.011998,                   0,             0.98076,             0.99232,             0.99167,             0.95371,           0.0070172,           0.0057955,                   0,           0.0037036,           0.0037036,           0.0037036
                 638,            0.010995,            0.011757,                   0,              0.9616,             0.99232,             0.98802,             0.94464,           0.0074876,           0.0058614,                   0,           0.0036937,           0.0036937,           0.0036937
                 639,            0.010616,            0.010827,                   0,             0.96127,              0.9872,             0.98578,             0.94506,           0.0071447,           0.0058035,                   0,           0.0036838,           0.0036838,           0.0036838
                 640,            0.010165,            0.011209,                   0,             0.95813,             0.97439,             0.98772,             0.94606,           0.0071806,           0.0058208,                   0,           0.0036739,           0.0036739,           0.0036739
                 641,           0.0099749,            0.011923,                   0,             0.96715,             0.99104,             0.99192,             0.94868,           0.0072011,           0.0058538,                   0,            0.003664,            0.003664,            0.003664
                 642,            0.010107,            0.011033,                   0,             0.98127,             0.99744,             0.99427,             0.94735,           0.0073701,           0.0059789,                   0,           0.0036541,           0.0036541,           0.0036541
                 643,           0.0098835,            0.010835,                   0,             0.95069,              0.9936,             0.98327,             0.93966,           0.0074025,           0.0058905,                   0,           0.0036442,           0.0036442,           0.0036442
                 644,           0.0098771,            0.010704,                   0,              0.9555,             0.98979,             0.99179,             0.94205,           0.0078176,           0.0062224,                   0,           0.0036343,           0.0036343,           0.0036343
                 645,            0.010119,            0.011462,                   0,             0.97489,             0.99744,             0.99416,             0.95066,           0.0070766,             0.00594,                   0,           0.0036244,           0.0036244,           0.0036244
                 646,            0.010054,            0.011352,                   0,             0.97974,             0.99074,             0.99368,             0.95145,           0.0071696,           0.0058908,                   0,           0.0036145,           0.0036145,           0.0036145
                 647,            0.010744,            0.011451,                   0,             0.97923,             0.99488,             0.99116,             0.95126,            0.006992,           0.0057442,                   0,           0.0036046,           0.0036046,           0.0036046
                 648,            0.010087,            0.011233,                   0,             0.99027,             0.99744,             0.99452,             0.95182,           0.0072275,            0.005845,                   0,           0.0035947,           0.0035947,           0.0035947
                 649,            0.010074,            0.011175,                   0,             0.94503,             0.99052,             0.98189,             0.93731,           0.0075587,            0.006006,                   0,           0.0035848,           0.0035848,           0.0035848
                 650,            0.010211,             0.01123,                   0,             0.94243,             0.98464,             0.97334,             0.92651,           0.0081174,           0.0062605,                   0,           0.0035749,           0.0035749,           0.0035749
                 651,           0.0098981,            0.010986,                   0,             0.95749,             0.95183,             0.98359,              0.9423,           0.0075725,            0.006031,                   0,            0.003565,            0.003565,            0.003565
                 652,           0.0099189,            0.009927,                   0,             0.96395,             0.99287,             0.99262,             0.95279,            0.007158,           0.0059963,                   0,           0.0035551,           0.0035551,           0.0035551
                 653,            0.010299,            0.011302,                   0,             0.96397,             0.99334,             0.99172,             0.95387,           0.0069463,           0.0058696,                   0,           0.0035452,           0.0035452,           0.0035452
                 654,            0.010636,            0.010623,                   0,             0.96878,             0.99744,             0.99101,             0.95108,           0.0069793,            0.005832,                   0,           0.0035353,           0.0035353,           0.0035353
                 655,            0.010701,            0.011241,                   0,             0.97185,             0.99744,             0.99102,             0.93996,           0.0075191,           0.0062426,                   0,           0.0035254,           0.0035254,           0.0035254
                 656,           0.0094071,            0.010817,                   0,             0.96629,             0.99092,             0.99258,              0.9501,           0.0072423,           0.0060139,                   0,           0.0035155,           0.0035155,           0.0035155
                 657,           0.0093167,            0.010726,                   0,             0.95517,             0.98464,             0.98422,              0.9401,           0.0076146,           0.0061468,                   0,           0.0035056,           0.0035056,           0.0035056
                 658,           0.0092514,             0.01176,                   0,             0.93871,             0.96287,             0.97654,             0.91197,           0.0087504,           0.0071476,                   0,           0.0034957,           0.0034957,           0.0034957
                 659,            0.010438,            0.011159,                   0,             0.93334,              0.9681,             0.96984,             0.91831,           0.0081133,           0.0066302,                   0,           0.0034858,           0.0034858,           0.0034858
                 660,           0.0099345,             0.01103,                   0,             0.95308,             0.98843,             0.98161,             0.94145,           0.0072243,             0.00594,                   0,           0.0034759,           0.0034759,           0.0034759
                 661,            0.010406,            0.011634,                   0,             0.95908,             0.99034,              0.9847,             0.94763,           0.0071691,           0.0058138,                   0,            0.003466,            0.003466,            0.003466
                 662,           0.0098713,             0.01004,                   0,             0.92642,             0.97695,              0.9597,             0.91445,           0.0076519,           0.0062555,                   0,           0.0034561,           0.0034561,           0.0034561
                 663,           0.0094319,            0.011027,                   0,              0.9365,             0.97567,             0.96522,             0.92257,           0.0075012,           0.0061286,                   0,           0.0034462,           0.0034462,           0.0034462
                 664,           0.0099889,            0.011377,                   0,             0.99872,             0.99605,               0.995,             0.93133,            0.008363,           0.0065868,                   0,           0.0034363,           0.0034363,           0.0034363
                 665,            0.010274,            0.011359,                   0,             0.98857,             0.99698,             0.99343,              0.9394,           0.0078255,           0.0063435,                   0,           0.0034264,           0.0034264,           0.0034264
                 666,            0.010064,            0.010883,                   0,             0.94028,             0.99488,             0.97528,             0.93634,           0.0073627,           0.0060683,                   0,           0.0034165,           0.0034165,           0.0034165
                 667,           0.0098661,            0.010464,                   0,             0.93399,             0.97055,             0.96927,              0.9329,           0.0073629,           0.0060851,                   0,           0.0034066,           0.0034066,           0.0034066
                 668,           0.0095298,            0.010541,                   0,               0.925,             0.96326,               0.963,             0.92429,           0.0073757,           0.0062014,                   0,           0.0033967,           0.0033967,           0.0033967
                 669,           0.0093671,           0.0096689,                   0,             0.89383,             0.97014,             0.93266,             0.88948,           0.0077561,           0.0065517,                   0,           0.0033868,           0.0033868,           0.0033868
                 670,           0.0094368,             0.01093,                   0,             0.96124,             0.99616,             0.98611,             0.94507,           0.0069129,           0.0060389,                   0,           0.0033769,           0.0033769,           0.0033769
                 671,            0.010119,            0.010497,                   0,             0.99301,             0.99488,              0.9937,             0.94118,            0.007966,           0.0065601,                   0,            0.003367,            0.003367,            0.003367
                 672,           0.0098214,            0.010826,                   0,             0.98265,             0.99488,             0.99197,             0.94907,           0.0071595,           0.0060911,                   0,           0.0033571,           0.0033571,           0.0033571
                 673,            0.010511,           0.0099924,                   0,              0.9283,             0.97804,             0.96519,             0.92367,           0.0075176,           0.0062605,                   0,           0.0033472,           0.0033472,           0.0033472
                 674,           0.0093309,            0.011212,                   0,             0.95731,             0.98079,             0.98641,             0.94905,           0.0069689,           0.0060567,                   0,           0.0033373,           0.0033373,           0.0033373
                 675,            0.010106,            0.010609,                   0,             0.99616,              0.9976,               0.995,             0.93718,           0.0082483,           0.0067603,                   0,           0.0033274,           0.0033274,           0.0033274
                 676,            0.010157,            0.011046,                   0,             0.97242,             0.98976,             0.98834,             0.94811,           0.0068119,           0.0061233,                   0,           0.0033175,           0.0033175,           0.0033175
                 677,            0.010385,            0.011287,                   0,             0.95561,             0.98079,             0.98488,             0.94385,           0.0068206,           0.0060907,                   0,           0.0033076,           0.0033076,           0.0033076
                 678,           0.0095824,            0.011337,                   0,             0.96281,             0.99436,             0.98669,             0.93703,           0.0071469,           0.0062532,                   0,           0.0032977,           0.0032977,           0.0032977
                 679,           0.0095959,            0.012145,                   0,             0.95674,             0.99744,             0.98476,              0.9378,           0.0070665,           0.0061828,                   0,           0.0032878,           0.0032878,           0.0032878
                 680,           0.0097203,            0.011747,                   0,             0.97233,             0.98207,             0.99232,             0.94692,           0.0070565,           0.0062187,                   0,           0.0032779,           0.0032779,           0.0032779
                 681,            0.009711,            0.010842,                   0,             0.97311,             0.97311,             0.99035,             0.94533,           0.0071894,           0.0061122,                   0,            0.003268,            0.003268,            0.003268
                 682,            0.010222,            0.010183,                   0,             0.98097,             0.98991,             0.99337,             0.95194,           0.0065917,           0.0058329,                   0,           0.0032581,           0.0032581,           0.0032581
                 683,           0.0094685,            0.011253,                   0,             0.99869,             0.97385,             0.98752,             0.91311,           0.0096041,           0.0084762,                   0,           0.0032482,           0.0032482,           0.0032482
                 684,           0.0092415,            0.011103,                   0,             0.99194,             0.95134,             0.97822,             0.89664,            0.010894,           0.0095902,                   0,           0.0032383,           0.0032383,           0.0032383
                 685,             0.00975,           0.0098766,                   0,             0.99872,             0.99832,             0.99494,             0.95017,           0.0070108,            0.006033,                   0,           0.0032284,           0.0032284,           0.0032284
                 686,            0.010365,            0.011439,                   0,             0.98733,             0.99764,             0.99327,             0.95673,           0.0065276,           0.0056604,                   0,           0.0032185,           0.0032185,           0.0032185
                 687,           0.0097035,            0.011388,                   0,             0.97125,             0.99232,               0.988,             0.94609,           0.0068491,           0.0057822,                   0,           0.0032086,           0.0032086,           0.0032086
                 688,           0.0096603,            0.010508,                   0,             0.95554,             0.99062,             0.98595,             0.94577,            0.006573,           0.0057107,                   0,           0.0031987,           0.0031987,           0.0031987
                 689,           0.0097049,            0.010892,                   0,             0.97685,             0.99744,             0.99346,             0.95625,           0.0065077,           0.0056423,                   0,           0.0031888,           0.0031888,           0.0031888
                 690,             0.01033,            0.011368,                   0,             0.98972,              0.9863,             0.99198,             0.95404,           0.0064981,           0.0056419,                   0,           0.0031789,           0.0031789,           0.0031789
                 691,           0.0099229,             0.01117,                   0,             0.98859,             0.99744,             0.99232,              0.9561,            0.006495,           0.0056329,                   0,            0.003169,            0.003169,            0.003169
                 692,           0.0096719,            0.010855,                   0,             0.98984,              0.9976,             0.99339,             0.95894,           0.0065291,           0.0055705,                   0,           0.0031591,           0.0031591,           0.0031591
                 693,           0.0099114,            0.011389,                   0,             0.96604,             0.98332,             0.98526,             0.94534,           0.0066546,           0.0057445,                   0,           0.0031492,           0.0031492,           0.0031492
                 694,           0.0090619,            0.010862,                   0,             0.97204,             0.98464,             0.99072,             0.95283,           0.0065831,           0.0056622,                   0,           0.0031393,           0.0031393,           0.0031393
                 695,           0.0098101,            0.011201,                   0,             0.98729,             0.99438,             0.99445,             0.95932,           0.0062581,             0.00543,                   0,           0.0031294,           0.0031294,           0.0031294
                 696,           0.0093997,            0.010689,                   0,              0.9898,             0.99232,             0.99347,             0.96082,            0.006402,           0.0054524,                   0,           0.0031195,           0.0031195,           0.0031195
                 697,            0.010115,            0.012088,                   0,             0.99342,             0.99744,             0.99488,             0.96028,           0.0065523,           0.0054927,                   0,           0.0031096,           0.0031096,           0.0031096
                 698,            0.010004,           0.0099914,                   0,             0.98189,             0.99488,             0.99128,             0.95194,           0.0070214,           0.0056494,                   0,           0.0030997,           0.0030997,           0.0030997
                 699,           0.0098955,            0.010175,                   0,             0.98982,             0.99592,             0.99275,             0.95272,            0.006928,           0.0056454,                   0,           0.0030898,           0.0030898,           0.0030898
                 700,           0.0088999,            0.010929,                   0,             0.98925,             0.99616,             0.99458,             0.95903,           0.0065144,           0.0054375,                   0,           0.0030799,           0.0030799,           0.0030799
                 701,           0.0095334,            0.010403,                   0,              0.9943,             0.99744,             0.99499,             0.95775,           0.0066125,           0.0055331,                   0,             0.00307,             0.00307,             0.00307
                 702,           0.0097766,            0.010912,                   0,             0.97918,             0.99744,             0.99323,             0.95595,           0.0064443,           0.0055893,                   0,           0.0030601,           0.0030601,           0.0030601
                 703,           0.0092013,            0.010634,                   0,             0.97061,             0.99744,             0.99254,             0.94892,           0.0069201,           0.0059032,                   0,           0.0030502,           0.0030502,           0.0030502
                 704,           0.0094062,            0.011253,                   0,             0.97216,             0.98368,             0.98554,             0.94687,           0.0065507,           0.0057515,                   0,           0.0030403,           0.0030403,           0.0030403
                 705,           0.0093988,           0.0097683,                   0,             0.97479,             0.99744,             0.98956,              0.9528,           0.0064863,           0.0055254,                   0,           0.0030304,           0.0030304,           0.0030304
                 706,           0.0097932,            0.010589,                   0,             0.97725,             0.98994,             0.99201,             0.95482,           0.0066466,            0.005513,                   0,           0.0030205,           0.0030205,           0.0030205
                 707,           0.0087049,            0.010482,                   0,             0.97658,             0.99744,             0.99323,             0.94936,           0.0069867,           0.0057374,                   0,           0.0030106,           0.0030106,           0.0030106
                 708,            0.009179,            0.010336,                   0,             0.97855,             0.99318,             0.99134,             0.94887,             0.00699,           0.0057765,                   0,           0.0030007,           0.0030007,           0.0030007
                 709,           0.0095687,            0.010318,                   0,             0.97719,              0.9875,             0.98468,             0.95085,           0.0063988,           0.0054838,                   0,           0.0029908,           0.0029908,           0.0029908
                 710,            0.008461,           0.0097569,                   0,              0.9761,              0.9872,             0.99177,             0.95345,           0.0064341,           0.0056181,                   0,           0.0029809,           0.0029809,           0.0029809
                 711,           0.0094784,            0.011385,                   0,             0.96805,             0.98592,             0.99275,             0.95579,           0.0063462,           0.0055568,                   0,            0.002971,            0.002971,            0.002971
                 712,           0.0088692,            0.010692,                   0,             0.97825,             0.98848,             0.98644,             0.95021,           0.0062919,           0.0054339,                   0,           0.0029611,           0.0029611,           0.0029611
                 713,           0.0088939,            0.010096,                   0,              0.9802,             0.99488,             0.99228,             0.95689,           0.0064136,           0.0054493,                   0,           0.0029512,           0.0029512,           0.0029512
                 714,           0.0093027,            0.010581,                   0,             0.98235,             0.99746,             0.99401,             0.95145,           0.0067115,           0.0056246,                   0,           0.0029413,           0.0029413,           0.0029413
                 715,           0.0094896,            0.010866,                   0,             0.97119,             0.99269,             0.99325,             0.95573,           0.0065131,           0.0056012,                   0,           0.0029314,           0.0029314,           0.0029314
                 716,            0.008831,            0.010589,                   0,             0.97564,             0.97439,             0.98617,             0.94442,           0.0066504,           0.0057704,                   0,           0.0029215,           0.0029215,           0.0029215
                 717,           0.0089684,             0.01033,                   0,             0.96445,             0.99744,             0.99045,             0.95188,           0.0066272,           0.0056688,                   0,           0.0029116,           0.0029116,           0.0029116
                 718,           0.0088352,            0.010122,                   0,             0.98033,             0.99744,              0.9924,             0.95794,           0.0062855,           0.0054281,                   0,           0.0029017,           0.0029017,           0.0029017
                 719,           0.0090536,            0.010418,                   0,             0.97724,             0.99744,             0.98617,             0.95196,           0.0063071,           0.0053535,                   0,           0.0028918,           0.0028918,           0.0028918
                 720,           0.0093239,            0.010532,                   0,             0.97841,             0.99744,             0.99282,             0.95379,           0.0064956,           0.0054872,                   0,           0.0028819,           0.0028819,           0.0028819
                 721,           0.0093298,            0.010615,                   0,             0.97025,             0.99744,             0.98569,              0.9514,           0.0063102,           0.0054359,                   0,            0.002872,            0.002872,            0.002872
                 722,            0.009139,           0.0098712,                   0,             0.97985,             0.99609,             0.99151,             0.96061,           0.0061548,           0.0053464,                   0,           0.0028621,           0.0028621,           0.0028621
                 723,           0.0089586,            0.010077,                   0,             0.98147,             0.99744,             0.98902,             0.94583,           0.0068707,           0.0057323,                   0,           0.0028522,           0.0028522,           0.0028522
                 724,           0.0090751,           0.0099111,                   0,             0.96914,             0.99744,             0.99068,             0.95304,           0.0065388,           0.0056019,                   0,           0.0028423,           0.0028423,           0.0028423
                 725,           0.0088346,            0.010241,                   0,             0.96722,             0.99744,             0.99074,             0.95364,           0.0064208,           0.0055524,                   0,           0.0028324,           0.0028324,           0.0028324
                 726,           0.0091966,            0.010122,                   0,             0.97092,             0.99744,              0.9895,             0.95617,             0.00634,           0.0054519,                   0,           0.0028225,           0.0028225,           0.0028225
                 727,           0.0089416,            0.010241,                   0,             0.98061,             0.99744,             0.98864,             0.95465,           0.0063833,           0.0054364,                   0,           0.0028126,           0.0028126,           0.0028126
